story_name	reading_time_min	Author	LastName	Name	country	genera	Wiki_URL	cats	linked_authors	Birth Year	Death Year
"Muebles ""El Canario"""	5.12	Hernández, Felisberto	Hernández	Felisberto	Uruguay		https://es.wikipedia.org/wiki/Felisberto_Hern%C3%A1ndez	Compositores de Uruguay,Cuentistas de Uruguay,Escritores en español del siglo XX,Fallecidos en 1964,Hombres,Nacidos en 1902,Nacidos en Montevideo,Novelistas de Uruguay,Pianistas de Uruguay	Cristina Peri Rossi,Esther de Cáceres,Franz Kafka,Gabriel García Márquez,Horacio Quiroga,Ida Vitale,Italo Calvino,Jorge Luis Borges,Juan Carlos Onetti,Julio Cortázar,Marcel Proust	1902	1963
El Zorro de la cola cortada	0.69	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
En un vaso de agua fría o preferentemente tibia	0.495	Cortázar, Julio	Cortázar	Julio	Argentino	Romanticismo	https://es.wikipedia.org/wiki/Julio_Cort%C3%A1zar	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Argentinos fallecidos en el exterior,Argentinos nacidos en el exterior,Artistas e intelectuales prohibidos por el Proceso de Reorganización Nacional,Ateos de Argentina,Ateos de Francia,Candidatos al Premio Nobel de Literatura,Cuentistas de Argentina,Cuentistas de Francia del siglo XX,Escritores de Argentina del siglo XX,Escritores de Francia del siglo XX,Escritores de París,Escritores de literatura fantástica de Argentina,Escritores de terror de Argentina,Escritores de terror de Francia,Escritores en español del siglo XX,Escritores en francés de Argentina,Expatriados argentinos en Francia,Fallecidos en 1984,Fallecidos en París,Hombres,Julio Cortázar,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1914,Nacionalizados de Francia,Novelistas de Argentina,Novelistas de Francia del siglo XX,Personas con doble nacionalidad,Personas de Banfield,Personas de Bruselas,Poetas de Argentina del siglo XX,Políglotas de Argentina,Premio Konex,Premio Konex de Honor,Sepultados en el cementerio de Montparnasse,Traductores de Argentina,Traductores de Edgar Allan Poe,Traductores de Francia del siglo XX,Traductores del francés al español,Traductores del inglés al español	Adolfo Bioy Casares,Alejandra Pizarnik,Antonin Artaud,Carlos Fuentes,Cristina Peri Rossi,Daniel Defoe,Edgar Allan Poe,Ernesto Cardenal,Gabriel García Márquez,Heberto Padilla,Jean-Paul Sartre,Jean Cocteau,John Keats,Jorge Luis Borges,José Lezama Lima,Juan Carlos Onetti,Julio Verne,Luis Cernuda,Marguerite Yourcenar,Octavio Paz,Pablo Neruda,Pedro Salinas,Ramón Gómez de la Serna,Victor Hugo,Victoria Ocampo	1914	1984
Instrucciones para subir una escalera	1.91	Cortázar, Julio	Cortázar	Julio	Argentino	Romanticismo	https://es.wikipedia.org/wiki/Julio_Cort%C3%A1zar	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Argentinos fallecidos en el exterior,Argentinos nacidos en el exterior,Artistas e intelectuales prohibidos por el Proceso de Reorganización Nacional,Ateos de Argentina,Ateos de Francia,Candidatos al Premio Nobel de Literatura,Cuentistas de Argentina,Cuentistas de Francia del siglo XX,Escritores de Argentina del siglo XX,Escritores de Francia del siglo XX,Escritores de París,Escritores de literatura fantástica de Argentina,Escritores de terror de Argentina,Escritores de terror de Francia,Escritores en español del siglo XX,Escritores en francés de Argentina,Expatriados argentinos en Francia,Fallecidos en 1984,Fallecidos en París,Hombres,Julio Cortázar,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1914,Nacionalizados de Francia,Novelistas de Argentina,Novelistas de Francia del siglo XX,Personas con doble nacionalidad,Personas de Banfield,Personas de Bruselas,Poetas de Argentina del siglo XX,Políglotas de Argentina,Premio Konex,Premio Konex de Honor,Sepultados en el cementerio de Montparnasse,Traductores de Argentina,Traductores de Edgar Allan Poe,Traductores de Francia del siglo XX,Traductores del francés al español,Traductores del inglés al español	Adolfo Bioy Casares,Alejandra Pizarnik,Antonin Artaud,Carlos Fuentes,Cristina Peri Rossi,Daniel Defoe,Edgar Allan Poe,Ernesto Cardenal,Gabriel García Márquez,Heberto Padilla,Jean-Paul Sartre,Jean Cocteau,John Keats,Jorge Luis Borges,José Lezama Lima,Juan Carlos Onetti,Julio Verne,Luis Cernuda,Marguerite Yourcenar,Octavio Paz,Pablo Neruda,Pedro Salinas,Ramón Gómez de la Serna,Victor Hugo,Victoria Ocampo	1914	1984
La partida	0.58	Kafka, Franz	Kafka	Franz	Checoslovaquia	Romanticismo	https://es.wikipedia.org/wiki/Franz_Kafka	Aforistas,Alumnado de la Universidad Carolina,Asquenazíes,Ateos de Austria,Ateos judíos,Biógrafos de la República Checa,Cuentistas de la República Checa,Diaristas,Escritores de Austria del siglo XX,Escritores de la República Checa del siglo XX,Escritores del Imperio austrohúngaro,Escritores en alemán,Escritores expresionistas,Escritores judíos,Existencialistas,Fabulistas,Fallecidos en 1924,Fallecidos en Klosterneuburg,Fallecidos por tuberculosis,Franz Kafka,Hombres,Microrrelatistas,Nacidos en 1883,Nacidos en Praga,Novelistas de Austria,Novelistas de la República Checa,Novelistas del siglo XX,Realismo mágico,Zurdos	Albert Camus,Dante Alighieri,Gabriel García Márquez,Heinrich von Kleist,J. D. Salinger,James Joyce,Jean-Paul Sartre,John Updike,Jorge Luis Borges,José Saramago,Marcel Proust,Ray Bradbury,Thomas Mann,Vladimir Nabokov	1883	1924
Visión agorera	6.02	Ruyra, Joaquim	Ruyra	Joaquim	España		https://es.wikipedia.org/wiki/Joaquim_Ruyra	Escritores de Cataluña,Escritores en catalán del siglo XIX,Escritores en catalán del siglo XX,Fallecidos en 1939,Fallecidos en Barcelona,Hombres,Miembros del Instituto de Estudios Catalanes,Nacidos en 1858,Nacidos en Gerona	Salvador Espriu	1858	1939
Las pescadoras	1.21	Anónimo	Anónimo		India						
2 de la tarde	6.73	Arredondo, Inés	Arredondo	Inés	Mexico		https://es.wikipedia.org/wiki/In%C3%A9s_Arredondo	Fallecidos en 1989,Inés Arredondo,Mujeres,Nacidos en 1928	Amparo Dávila,Elena Garro,Jaime Sabines,Juan José Arreola,Juan Rulfo,Rosario Castellanos,Rubén Bonifaz Nuño,Tomás Segovia	1928	1989
Conservación de los recuerdos	0.765	Cortázar, Julio	Cortázar	Julio	Argentino	Romanticismo	https://es.wikipedia.org/wiki/Julio_Cort%C3%A1zar	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Argentinos fallecidos en el exterior,Argentinos nacidos en el exterior,Artistas e intelectuales prohibidos por el Proceso de Reorganización Nacional,Ateos de Argentina,Ateos de Francia,Candidatos al Premio Nobel de Literatura,Cuentistas de Argentina,Cuentistas de Francia del siglo XX,Escritores de Argentina del siglo XX,Escritores de Francia del siglo XX,Escritores de París,Escritores de literatura fantástica de Argentina,Escritores de terror de Argentina,Escritores de terror de Francia,Escritores en español del siglo XX,Escritores en francés de Argentina,Expatriados argentinos en Francia,Fallecidos en 1984,Fallecidos en París,Hombres,Julio Cortázar,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1914,Nacionalizados de Francia,Novelistas de Argentina,Novelistas de Francia del siglo XX,Personas con doble nacionalidad,Personas de Banfield,Personas de Bruselas,Poetas de Argentina del siglo XX,Políglotas de Argentina,Premio Konex,Premio Konex de Honor,Sepultados en el cementerio de Montparnasse,Traductores de Argentina,Traductores de Edgar Allan Poe,Traductores de Francia del siglo XX,Traductores del francés al español,Traductores del inglés al español	Adolfo Bioy Casares,Alejandra Pizarnik,Antonin Artaud,Carlos Fuentes,Cristina Peri Rossi,Daniel Defoe,Edgar Allan Poe,Ernesto Cardenal,Gabriel García Márquez,Heberto Padilla,Jean-Paul Sartre,Jean Cocteau,John Keats,Jorge Luis Borges,José Lezama Lima,Juan Carlos Onetti,Julio Verne,Luis Cernuda,Marguerite Yourcenar,Octavio Paz,Pablo Neruda,Pedro Salinas,Ramón Gómez de la Serna,Victor Hugo,Victoria Ocampo	1914	1984
El diablo y su abuela	5.465	Anónimo	Anónimo								
El reflejo	0.585	Wilde, Oscar	Wilde	Oscar	Irlanda	Romanticismo	https://es.wikipedia.org/wiki/Oscar_Wilde	Aforistas,Alumnado del Magdalen College (Oxford),Alumnado del Trinity College (Dublín),Anarquistas de Irlanda,Conversos al catolicismo desde el anglicanismo,Cuentistas de Irlanda,Cuentistas del Reino Unido del siglo XIX,Dramaturgos de Irlanda del siglo XIX,Dramaturgos del Reino Unido del siglo XIX,Ensayistas de Irlanda,Escritores LGBT de Irlanda,Escritores de literatura fantástica de Irlanda,Escritores de literatura infantil de Irlanda,Escritores de terror de Irlanda,Escritores en francés del siglo XIX,Escritores en inglés del siglo XIX,Escritores gais,Exiliados británicos,Fallecidos en 1900,Fallecidos en París,Fallecidos por meningitis,Familia Wilde,Historia LGBT de Reino Unido,Hombres,Masones de Irlanda,Nacidos en 1854,Nacidos en Dublín,Novelistas de Irlanda del siglo XIX,Novelistas victorianos,Pacifistas,Periodistas de Irlanda,Personas de Dublín,Personas homosexuales de Irlanda,Personas procesadas por leyes antihomosexualidad,Poetas de Irlanda del siglo XIX,Poetas del Simbolismo,Poetas victorianos,Satíricos de Irlanda,Sepultados en el cementerio del Père-Lachaise	Arthur Conan Doyle,Bram Stoker,Charles Dickens,Dante Gabriel Rossetti,Luis Antonio de Villena,Mark Twain,Stéphane Mallarmé,Théophile Gautier,William Shakespeare	1854	1900
El camello, el elefante y el mono	0.45	Esopo	Esopo		Grecia					Siglo VI AC	
Depresión	0.185	Fénéon, Félix	Fénéon	Félix	Francia		https://es.wikipedia.org/wiki/F%C3%A9lix_F%C3%A9n%C3%A9on	Anarquistas de Francia,Críticos de arte de Francia,Escritores de Francia del siglo XIX,Escritores de Francia del siglo XX,Fallecidos en 1944,Fallecidos en Isla de Francia,Hombres,Nacidos en 1861,Nacidos en Turín,Sepultados en el cementerio del Père-Lachaise,Simbolismo		1861	1944
El mar	4.97	Mihura, Miguel	Mihura	Miguel	España	Historieta	https://es.wikipedia.org/wiki/Miguel_Mihura	Dramaturgos de España del siglo XX,Escritores de España del siglo XX,Fallecidos en 1977,Fallecidos en Madrid,Hombres,Humoristas de España,Humoristas de España del siglo XX,Miguel Mihura,Nacidos en 1905,Nacidos en Madrid	Enrique Jardiel Poncela	1905	1977
Humorismo	0.345	Monterroso, Augusto	Monterroso	Augusto	Guatemala		https://es.wikipedia.org/wiki/Augusto_Monterroso	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en español del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia		1921	2003
El navegante vuelve a su patria	2.48	Bioy Casares, Adolfo	Bioy Casares	Adolfo	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Adolfo_Bioy_Casares	Adolfo Bioy Casares,Agnósticos de Argentina,Antifascistas de Argentina,Antiperonistas,Caballeros de la Legión de Honor,Candidatos al Premio Nobel de Literatura,Diaristas de Argentina,Escritores de género masculino de Argentina,Fallecidos en 1999,Fallecidos en Buenos Aires,Gran Premio de Honor de la SADE,Hombres,Liberales de Argentina,Nacidos en 1914,Nacidos en Buenos Aires,Novelistas de Argentina,Premio Internacional Alfonso Reyes,Premio Konex de Brillante,Premio Nacional de Letras (Argentina)	Alain Robbe-Grillet,Augusto Roa Bastos,Francisco Ayala,Franz Kafka,Johann Wolfgang von Goethe,Jorge Luis Borges,Juan Rodolfo Wilcock,Julio Cortázar,Lewis Carroll,Silvina Ocampo,Victoria Ocampo	1914	1999
La maldición	0.57	Gibrán, Gibrán Jalil	Gibrán	Gibrán Jalil	Líbano	Romanticismo	https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán	William Blake	1883	1931
La sirena del bosque	1.82	Alegría, Ciro	Alegría	Ciro	Peru	Romanticismo	https://es.wikipedia.org/wiki/Ciro_Alegr%C3%ADa	Alegría (familia),Alumnado de la Universidad Nacional de Trujillo,Alumnado del Colegio Nacional San Juan (Trujillo),Diputados de Perú 1963-1968,Diputados por Lima,Educadores de Perú,Escritores de Perú,Escritores en español del siglo XX,Fallecidos en 1967,Fallecidos por infarto agudo de miocardio,Grupo Norte (Trujillo),Hombres,Huamachuquinos,Indigenistas de Perú,Miembros de Acción Popular,Miembros del Partido Aprista Peruano,Nacidos en 1908,Novelistas de Perú,Periodistas de Perú,Prisioneros de Perú,Sepultados en el Cementerio Presbítero Maestro	César Vallejo,Gabriela Mistral,Jorge Luis Borges,José María Arguedas,José Santos Chocano,Julio Ramón Ribeyro,Manuel Scorza,Ricardo Palma,Stefan Zweig	1909	1967
El ramo azul	4.095	Paz, Octavio	Paz	Octavio	Mexico		https://es.wikipedia.org/wiki/Octavio_Paz	Fallecidos en 1998,Hombres,Nacidos en 1914,Octavio Paz	Alejo Carpentier,Antonio Machado,Camilo José Cela,César Vallejo,D. H. Lawrence,Efraín Huerta,Elena Garro,Ernest Hemingway,Gerardo Diego,Jaime Torres Bodet,Jorge Guillén,José Bergamín,Juan Carlos Onetti,Louis Aragon,Manuel Altolaguirre,Nadine Gordimer,Nicolás Guillén,Pablo Neruda,Pedro Salinas,Rafael Alberti,Rainer Maria Rilke,Ramón López Velarde,San Juan de la Cruz,T. S. Eliot,Tristan Tzara,Vicente Huidobro,Xavier Villaurrutia	1914	1998
Blancanieves y los siete enanitos	3.33	Anónimo	Anónimo								
El patriota ingenioso	1.59	Bierce, Ambrose	Bierce	Ambrose	Estados Unidos	Romanticismo	https://es.wikipedia.org/wiki/Ambrose_Bierce	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	1842	1914
La bienaventuranza de don Quijote	4.755	Unamuno, Miguel de	Unamuno	Miguel de	España	Romanticismo	https://es.wikipedia.org/wiki/Miguel_de_Unamuno	Académicos de la Real Academia Española,Agnósticos de España,Aliadófilos en España durante la Primera Guerra Mundial,Alumnado de la Universidad Central de Madrid,Antifascistas de España,Ateneístas,Candidatos al Premio Nobel de Literatura,Catedráticos de la Universidad de Salamanca,Cervantistas,Diputados de la I legislatura de la Segunda República Española,Diputados por la circunscripción electoral de Salamanca durante la Segunda República,Doctores honoris causa por la Universidad de Salamanca,Dramaturgos de España del siglo XIX,Dramaturgos de España del siglo XX,Dramaturgos del País Vasco,Epistológrafos,Escritores de Bilbao,Escritores de España de la generación del 98,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores en español del siglo XIX,Escritores en español del siglo XX,Escritores sobre el carlismo,Fallecidos en 1936,Fallecidos en Salamanca,Filósofos católicos,Filósofos de España del siglo XIX,Filósofos de España del siglo XX,Filósofos de la religión,Filósofos del País Vasco,Generación del 98,Helenistas de España del siglo XX,Hijos adoptivos de Salamanca,Hombres,Iberistas,Index Librorum Prohibitorum,Miguel de Unamuno,Nacidos en 1864,Nacidos en Bilbao,Poetas de España del siglo XIX,Poetas de España del siglo XX,Rectores de la Universidad de Salamanca,Republicanos de España,Residentes,Víctimas de la represión durante la dictadura franquista	Antonio Machado,Federico García Lorca,Fernando Pessoa,Jon Juaristi,José Ortega y Gasset,José Rafael Pocaterra,Juan Ramón Jiménez,Juan Valera,Pedro Emilio Coll,Pío Baroja,Rainer Maria Rilke,Ramón Gómez de la Serna,Rubén Darío,Ángel Ganivet	1864	1936
El gemelo	6.485	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
Blandine y Pointu	5.545	Renard, Jules	Renard	Jules	Francia		https://es.wikipedia.org/wiki/Jules_Renard	Academia Goncourt,Aforistas,Críticos literarios de Francia,Cuentistas de Francia del siglo XIX,Dramaturgos de Francia del siglo XIX,Escritores de Francia del siglo XIX,Escritores de Francia del siglo XX,Escritores en francés,Fallecidos en 1910,Fallecidos en París,Hombres,Nacidos en 1864,Nacidos en Mayenne,Novelistas de Francia del siglo XIX	Ramón Gómez de la Serna	1864	1910
Personajes	0.775	Capote, Truman	Capote	Truman	Estados Unidos	Romanticismo	https://es.wikipedia.org/wiki/Truman_Capote	Escritores de Estados Unidos del siglo XX,Escritores gais,Fallecidos en 1984,Fallecidos en Bel-Air,Fallecidos por drogas,Hombres,Miembros de la Academia Bávara de Bellas Artes,Miembros de la Academia Estadounidense de las Artes y las Letras,Nacidos en 1924,Nacidos en Nueva Orleans,Novelistas de Estados Unidos,Nuevo periodismo,Periodistas de Estados Unidos,Periodistas gais,Truman Capote	Edgar Allan Poe,F. Scott Fitzgerald,Henry James,Herman Melville,Rodolfo Walsh	1924	1984
Dichos de Luder 29	0.19	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
Entre los carriles	0.055	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
Edipo	6.015	Díaz Grullón, Virgilio	Díaz Grullón	Virgilio	Republica Dominicana		https://es.wikipedia.org/wiki/Virgilio_D%C3%ADaz_Grull%C3%B3n	Abogados de República Dominicana,Cuentistas de República Dominicana,Escritores de República Dominicana,Fallecidos en 2001,Hombres,Nacidos en 1924,Nacidos en la provincia Santiago,Poetas de República Dominicana	Juan Bosch	1924	2001
Amor y odio	0.295	Gibrán, Gibrán Jalil	Gibrán	Gibrán Jalil	Líbano	Romanticismo	https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán	William Blake	1883	1931
La gran cuestión	3.325	Barrett, Rafael	Barrett	Rafael	España	Romanticismo	https://es.wikipedia.org/wiki/Rafael_Barrett	Anarquistas de Cantabria,Anarquistas de España del siglo XX,Anarquistas de Paraguay,Cuentistas de Paraguay,Cántabros del siglo XIX,Cántabros del siglo XX,Ensayistas de Paraguay,Escritores de Cantabria,Escritores en español del siglo XIX,Escritores en español del siglo XX,Fallecidos en 1910,Fallecidos en Nueva Aquitania,Hombres,Nacidos en 1876,Nacidos en Torrelavega,Periodistas de Cantabria,Periodistas de Paraguay,Políticos de Cantabria,Políticos de Paraguay	Augusto Roa Bastos,Jorge Luis Borges	1876	1910
El estanque	0.035	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
La vieja losa sepulcral	5.63	Andersen, Hans Christian	Andersen	Hans Christian	Dinamarca	Romanticismo	https://es.wikipedia.org/wiki/Hans_Christian_Andersen	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por España,Zurdos	Charles Dickens,William Shakespeare	1805	1875
El tesoro de los Lagidas	6.775	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
Los chinos corteses	0.8	Brecht, Bertolt	Brecht	Bertolt	Alemania		https://es.wikipedia.org/wiki/Bertolt_Brecht	Bertolt Brecht,Candidatos al Premio Nobel de Literatura,Comunistas de Alemania,Críticos de teatro de Alemania,Directores de teatro de Alemania,Dramaturgos de Alemania del siglo XX,Escritores de Alemania del siglo XX,Escritores del exilio alemán 1933-1945,Escritores en alemán,Escritores modernos de ficción relacionada con la mitología griega,Exiliados de Estados Unidos,Fallecidos en 1956,Fallecidos en Berlín,Fallecidos por infarto agudo de miocardio,Hombres,Lista negra de Hollywood,Marxistas de Alemania,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1898,Nacidos en Augsburgo,Personas que dan nombre a un asteroide,Poesía moderna,Poetas de Alemania del siglo XX,Premio Kleist,Satíricos de Alemania	Friedrich Hölderlin,William Shakespeare	1898	1956
Buitres	1.19	Kafka, Franz	Kafka	Franz	Checoslovaquia	Romanticismo	https://es.wikipedia.org/wiki/Franz_Kafka	Aforistas,Alumnado de la Universidad Carolina,Asquenazíes,Ateos de Austria,Ateos judíos,Biógrafos de la República Checa,Cuentistas de la República Checa,Diaristas,Escritores de Austria del siglo XX,Escritores de la República Checa del siglo XX,Escritores del Imperio austrohúngaro,Escritores en alemán,Escritores expresionistas,Escritores judíos,Existencialistas,Fabulistas,Fallecidos en 1924,Fallecidos en Klosterneuburg,Fallecidos por tuberculosis,Franz Kafka,Hombres,Microrrelatistas,Nacidos en 1883,Nacidos en Praga,Novelistas de Austria,Novelistas de la República Checa,Novelistas del siglo XX,Realismo mágico,Zurdos	Albert Camus,Dante Alighieri,Gabriel García Márquez,Heinrich von Kleist,J. D. Salinger,James Joyce,Jean-Paul Sartre,John Updike,Jorge Luis Borges,José Saramago,Marcel Proust,Ray Bradbury,Thomas Mann,Vladimir Nabokov	1883	1924
