story_name	reading_time_min	Author	LastName	Name	country	genera	Wiki_URL	cats	linked_authors	Birth Year	Death Year
El mercado	1.58	Onetti, Juan Carlos	Onetti	Juan Carlos	Uruguay	Modernismo	https://es.wikipedia.org/wiki/Juan_Carlos_Onetti	Cuentistas de Uruguay,Escritores en español del siglo XX,Exiliados uruguayos en España,Fallecidos en 1994,Fallecidos en Madrid,Ganadores del Premio Cervantes,Ganadores del Premio de la Crítica de narrativa castellana,Hombres,Juan Carlos Onetti,Nacidos en 1909,Nacidos en Montevideo,Novelistas de Uruguay,Sepultados en el cementerio de La Almudena	Albert Camus,Cristina Peri Rossi,Ernest Hemingway,Félix Grande,Gerardo Diego,Idea Vilariño,James Joyce,Jorge Luis Borges,Julio Cortázar,Marcel Proust,Octavio Paz,Pío Baroja,William Faulkner	1909	1994
El lobo y el cordero en el templo	0.335	Esopo	Esopo		Grecia					Siglo VI AC	
El hogar	0.89	Tagore, Rabindranath	Tagore	Rabindranath	India		https://es.wikipedia.org/wiki/Rabindranath_Tagore	Aforistas,Alumnado de la Universidad de Calcuta,Alumnado del University College de Londres,Autores de himnos nacionales,Dramaturgos de India,Escritores de Bangladés,Escritores de India del siglo XIX,Escritores de India del siglo XX,Escritores en bengalí,Fallecidos en 1941,Filósofos de India del siglo XIX,Filósofos de India del siglo XX,Hombres,Indios laureados con el Premio Nobel de Literatura,Knights Bachelor,Laureados con el Premio Nobel 1913,Nacidos en 1861,Nacidos en Calcuta,Novelistas de India del siglo XIX,Novelistas de India del siglo XX,Pedagogos de India,Poetas de India del siglo XIX,Poetas de India del siglo XX,Rabindranath Tagore	Dante Alighieri,Federico García Lorca,Gabriela Mistral,Graham Greene,Johann Wolfgang von Goethe,José Ortega y Gasset,Juan Ramón Jiménez,León Tolstoi,Miguel de Cervantes,Octavio Paz,Pablo Neruda,Robert Frost,Thomas Mann,Victoria Ocampo,W. B. Yeats,Yasunari Kawabata	1861	1941
Dichos de Luder 15	0.265	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
Por beber una copa de oro	2.395	Palma, Ricardo	Palma	Ricardo	Peru	Romanticismo	https://es.wikipedia.org/wiki/Ricardo_Palma	Fallecidos en 1919,Hombres,Nacidos en 1833,Ricardo Palma	Gérard de Nerval,José Victorino Lastarria,Rubén Darío	1833	1919
El anillito del elfo	2.64	Anónimo	Anónimo								
La víbora y la zorra	0.18	Esopo	Esopo		Grecia					Siglo VI AC	
Anécdota antigua	0.645	Chejov, Anton	Chejov	Anton	Rusia	Dramaturgia	https://es.wikipedia.org/wiki/Ant%C3%B3n_Ch%C3%A9jov	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	1860	1904
El mensajero	0.705	Carroll, Lewis	Carroll	Lewis	Inglaterra		https://es.wikipedia.org/wiki/Lewis_Carroll	Alumnado de Christ Church (Oxford),Alumnado de Rugby School (Warwickshire),Anglicanos de Inglaterra,Autobiógrafos de Inglaterra,Diaristas,Escritores anglicanos,Escritores con seudónimo,Escritores de literatura fantástica de Inglaterra,Escritores de literatura infantil de Inglaterra,Escritores en inglés,Escritores en inglés del siglo XIX,Fallecidos en 1898,Fallecidos en Guildford,Fallecidos por neumonía en Inglaterra,Fotógrafos de Inglaterra,Fotógrafos del siglo XIX,Fotógrafos retratistas,Hombres,Lewis Carroll,Lógicos de Inglaterra,Nacidos en 1832,Nacidos en el Noroeste de Inglaterra,Novelistas de Inglaterra del siglo XIX,Novelistas victorianos,Poetas de Inglaterra del siglo XIX,Poetas victorianos,Profesores de la Universidad de Oxford,Zurdos	Alfred Tennyson,Dante Gabriel Rossetti,Leopoldo María Panero,Virginia Woolf	1832	1898
Un viejo	6.55	Maupassant, Guy de	Maupassant	Guy de	Francia		https://es.wikipedia.org/wiki/Guy_de_Maupassant	Cuentistas de Francia del siglo XIX,Escritores de ficción psicológica,Escritores de literatura fantástica de Francia,Escritores de terror de Francia,Escritores eróticos,Escritores naturalistas,Fallecidos en 1893,Fallecidos en París,Fallecidos por sífilis,Guy de Maupassant,Hombres,Militares franceses de la guerra franco-prusiana,Nacidos en 1850,Nacidos en Dieppe,Novelistas de Francia del siglo XIX,Personas que han rechazado la Legión de Honor,Poetas malditos,Sepultados en el cementerio de Montparnasse	Edgar Allan Poe,Gabriele D'Annunzio,Gustave Flaubert,Horacio Quiroga,Émile Zola	1850	1893
Episodio del enemigo	1.76	Borges, Jorge Luis	Borges	Jorge Luis	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Jorge_Luis_Borges	Anticomunistas de Argentina,Argentinos fallecidos en el exterior,Conservadores de Argentina,Doctores honoris causa de la Universidad Nacional de La Plata,Fallecidos en 1986,Fallecidos en Ginebra,Hombres,Jorge Luis Borges,Liberales de Argentina,Nacidos en 1899,Nacidos en Buenos Aires,Personas que dan nombre a un asteroide	Adolfo Bioy Casares,Arthur Rimbaud,Carlos Fuentes,Dámaso Alonso,Edgar Allan Poe,Francisco Luis Bernárdez,Francisco de Quevedo,Franz Kafka,Gabriel García Márquez,Gerardo Diego,Gustav Meyrink,Henri Michaux,Herman Melville,Hermann Hesse,Jack London,James Joyce,José Emilio Pacheco,Juan Carlos Onetti,Julio Cortázar,Julio Ramón Ribeyro,Leopoldo Lugones,Macedonio Fernández,Manuel Mujica Lainez,Manuel Peyrou,Marcel Schwob,May Sinclair,Octavio Paz,Oliverio Girondo,Oscar Wilde,Pablo Neruda,Paul Auster,Ramón Gómez de la Serna,Ramón del Valle-Inclán,Ricardo Güiraldes,Roberto Arlt,Roberto Bolaño,Rudyard Kipling,Samuel Beckett,Santiago Dabove,Silvina Ocampo,Vicente Huidobro,Victoria Ocampo,Virginia Woolf,Vladimir Nabokov,Walt Whitman,William Faulkner	1899	1986
Hogar dulce hogar	0.525	Örkény, István	Örkény	István	Hungria		https://es.wikipedia.org/wiki/Istv%C3%A1n_%C3%96rk%C3%A9ny	Dramaturgos de Hungría,Escritores de Hungría del siglo XX,Escritores en húngaro,Fallecidos en 1979,Fallecidos en Budapest,Hombres,Judíos de Hungría,Nacidos en 1912,Nacidos en Budapest		1912	1979
Logia de maniáticos IV	0.96	Anderson Imbert, Enrique	Anderson Imbert	Enrique	Argentina		https://es.wikipedia.org/wiki/Enrique_Anderson_Imbert	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en español del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar		1910	2000
El embrujo de la naturaleza	6.665	Buzzati, Dino	Buzzati	Dino	Italia		https://es.wikipedia.org/wiki/Dino_Buzzati	Cuentistas de Italia,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano,Fallecidos en 1972,Fallecidos en Milán,Fallecidos por cáncer de páncreas en Italia,Ganadores del Premio Napoli,Ganadores del Premio Strega,Hombres,Libretistas de ópera de Italia,Nacidos en 1906,Nacidos en Belluno,Novelistas de Italia del siglo XX	Albert Camus,Jean-Paul Sartre,Thomas Mann	1906	1972
Discurso provenzal	4.535	Sade, Marqués de	Sade	Marqués de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Marqu%C3%A9s_de_Sade	Anticlericales,Antinatalistas,Ateos de Francia,Autores BDSM,Bisexuales de Francia,Criminales de Francia,Críticos de las religiones,Críticos del cristianismo,Dramaturgos de Francia del siglo XVIII,Escritores bisexuales,Escritores de París,Escritores eróticos,Fallecidos en 1814,Filósofos de Francia del siglo XVIII,Hombres,Marqueses de Francia,Marqués de Sade,Nacidos en 1740,Nacidos en París,Novelistas de Francia del siglo XVIII,Personas LGBT de Francia,Personas LGBT del siglo XVIII,Personas de la Revolución francesa,Personas del Primer Imperio Francés,Personas procesadas por leyes antihomosexualidad,Políticos de Francia del siglo XVIII,Prisioneros de la Bastilla,Republicanos de Francia	André Breton,Antonin Artaud,Arthur Rimbaud,Charles Baudelaire,Daniel Defoe,Dante Alighieri,Giovanni Boccaccio,Guillaume Apollinaire,Gustave Flaubert,Jean de La Fontaine,John Milton,Lord Byron,Michel de Montaigne,Miguel de Cervantes,Octavio Paz,Pier Paolo Pasolini	1740	1814
Similia similibus	5.025	Romero de Terreros, Manuel	Romero de Terreros	Manuel	Mexico	Histórico	https://es.wikipedia.org/wiki/Manuel_Romero_de_Terreros	Caballeros de la Orden de Malta,Caballeros de la Orden del Santo Sepulcro de Jerusalén,Escritores de la Ciudad de México,Fallecidos en 1968,Fallecidos en Ciudad de México,Historiadores de México,Hombres,Miembros de la Academia Mexicana de la Historia,Miembros de la Academia Mexicana de la Lengua,Nacidos en 1880,Nacidos en Ciudad de México		1880	1968
Cuento X – El conde Lucanor – Comía altramuces	2.65	Juan Manuel	Juan Manuel		España					1282	1348
El lobo que cree que la Luna es queso	1.815	Anónimo	Anónimo								
Dichos de Luder 8	0.265	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
Gozo sin costo	3.76	Boccaccio, Giovanni	Boccaccio	Giovanni	Italia	Romanticismo	https://es.wikipedia.org/wiki/Giovanni_Boccaccio	Cuentistas de Italia,Diplomáticos del siglo XIV,Escritores de Italia del siglo XIV,Escritores en italiano,Escritores en latín,Escritores medievales que trataron temas de mitología griega,Fallecidos en 1375,Fallecidos en Certaldo,Giovanni Boccaccio,Hombres,Humanistas de Italia del siglo XIV,Italia en el Renacimiento,Mitógrafos medievales de la Antigua Grecia,Nacidos en 1313,Nacidos en Certaldo,Personas que dan nombre a un asteroide,Poetas de Italia del siglo XIV,Traductores de Dante Alighieri	Angelo Poliziano,Dante Alighieri,Fernando de Rojas,Geoffrey Chaucer,Lope de Vega,Miguel de Cervantes	1313	1375
Nos muerde	0.035	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
La mosca medio inteligente	0.97	Thurber, James	Thurber	James	Estados Unidos	Comedia	https://es.wikipedia.org/wiki/James_Thurber	Candidatos al Premio Nobel de Literatura,Cuentistas de Estados Unidos,Ensayistas de Estados Unidos,Escritores de Estados Unidos del siglo XX,Fabulistas,Fallecidos en 1961,Graduados honorarios de la Universidad Yale,Graduados honorarios del Williams College,Historietistas de Estados Unidos,Hombres,Humoristas de Estados Unidos,Nacidos en 1894,Nacidos en Columbus (Ohio),The New Yorker	John Updike	1894	1961
Lingüistas	0.62	Benedetti, Mario	Benedetti	Mario	Uruguay	Romanticismo	https://es.wikipedia.org/wiki/Mario_Benedetti	Fallecidos en 2009,Hombres,Mario Benedetti,Nacidos en 1920	Gabriela Mistral,José Saramago,Pablo Neruda,Rubén Darío	1920	2009
Al pie de una encina	5.68	Unamuno, Miguel de	Unamuno	Miguel de	España	Romanticismo	https://es.wikipedia.org/wiki/Miguel_de_Unamuno	Académicos de la Real Academia Española,Agnósticos de España,Aliadófilos en España durante la Primera Guerra Mundial,Alumnado de la Universidad Central de Madrid,Antifascistas de España,Ateneístas,Candidatos al Premio Nobel de Literatura,Catedráticos de la Universidad de Salamanca,Cervantistas,Diputados de la I legislatura de la Segunda República Española,Diputados por la circunscripción electoral de Salamanca durante la Segunda República,Doctores honoris causa por la Universidad de Salamanca,Dramaturgos de España del siglo XIX,Dramaturgos de España del siglo XX,Dramaturgos del País Vasco,Epistológrafos,Escritores de Bilbao,Escritores de España de la generación del 98,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores en español del siglo XIX,Escritores en español del siglo XX,Escritores sobre el carlismo,Fallecidos en 1936,Fallecidos en Salamanca,Filósofos católicos,Filósofos de España del siglo XIX,Filósofos de España del siglo XX,Filósofos de la religión,Filósofos del País Vasco,Generación del 98,Helenistas de España del siglo XX,Hijos adoptivos de Salamanca,Hombres,Iberistas,Index Librorum Prohibitorum,Miguel de Unamuno,Nacidos en 1864,Nacidos en Bilbao,Poetas de España del siglo XIX,Poetas de España del siglo XX,Rectores de la Universidad de Salamanca,Republicanos de España,Residentes,Víctimas de la represión durante la dictadura franquista	Antonio Machado,Federico García Lorca,Fernando Pessoa,Jon Juaristi,José Ortega y Gasset,José Rafael Pocaterra,Juan Ramón Jiménez,Juan Valera,Pedro Emilio Coll,Pío Baroja,Rainer Maria Rilke,Ramón Gómez de la Serna,Rubén Darío,Ángel Ganivet	1864	1936
El caso de la defensa	6.945	Greene, Graham	Greene	Graham	Inglaterra		https://es.wikipedia.org/wiki/Graham_Greene	Afectados por enfermedades del espectro bipolar,Alumnado del Balliol College (Oxford),Candidatos al Premio Nobel de Literatura,Católicos del Reino Unido,Comunistas de Reino Unido,Conversos al catolicismo desde el ateísmo o agnosticismo,Cuentistas del Reino Unido del siglo XX,Dramaturgos de Inglaterra del siglo XX,Ensayistas del Reino Unido del siglo XX,Escritores de Inglaterra del siglo XX,Escritores de género policiaco,Escritores de literatura infantil del Reino Unido,Escritores sobre viajes del siglo XX,Espías de la Segunda Guerra Mundial,Espías del Reino Unido,Fallecidos en 1991,Fallecidos en Vevey,Fallecidos por cáncer en Suiza,Fallecidos por leucemia,Ganadores del Premio Edgar Grand Master,Graham Greene,Guionistas de cine del Reino Unido,Hombres,Miembros de la Orden del Mérito,Nacidos en 1904,Nacidos en el Este de Inglaterra,Periodistas del Reino Unido,Premio Hawthornden	Evelyn Waugh,Robert Louis Stevenson	1904	1991
Mesías	0.95	Voltaire	Voltaire		Francia					1694	1778
El visitante	0.865	García Márquez, Gabriel	García Márquez	Gabriel	Colombia	Romanticismo	https://es.wikipedia.org/wiki/Gabriel_Garc%C3%ADa_M%C3%A1rquez	Alumnado de la Universidad Nacional de Colombia,Ateos de Colombia,Condecorados con la Orden al Mérito Docente y Cultural Gabriela Mistral,Cuentistas de Colombia,Escritores posmodernos,Fallecidos en 2014,Fallecidos en Ciudad de México,Gabriel García Márquez,Hombres,Laureados con el Premio Nobel 1982,Nacidos en 1927,Nacidos en Aracataca,Novelistas de Colombia,Premio Nobel de Literatura	Alejo Carpentier,Carlos Fuentes,Daniel Defoe,Ernest Hemingway,Franz Kafka,James Joyce,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Mario Benedetti,Miguel de Cervantes,Miguel Ángel Asturias,Pablo Neruda,Virginia Woolf,William Faulkner,Álvaro Cepeda Samudio,Álvaro Mutis	1927	2014
Una conflagración imperfecta	6.045	Bierce, Ambrose	Bierce	Ambrose	Estados Unidos	Romanticismo	https://es.wikipedia.org/wiki/Ambrose_Bierce	Aforistas,Agnósticos de Estados Unidos,Ambrose Bierce,Ateos de Estados Unidos,Cuentistas de Estados Unidos,Editorialistas de Estados Unidos,Escritores de Estados Unidos,Escritores de terror de Estados Unidos,Escritores en inglés,Fabulistas,Fallecidos en 1914,Hombres,Nacidos en 1842,Oficiales del Ejército de la Unión,Periodistas de Estados Unidos,Satíricos de Estados Unidos	Carlos Fuentes,Edgar Allan Poe,Herman Melville,Jack London,Jorge Luis Borges,José María Valverde,Lord Byron,Mark Twain,Nathaniel Hawthorne	1842	1914
Si no fuésemos mortales	0.035	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
